match_id,home_dispossessed,away_dispossessed,home_duels,away_duels,home_ground_duels,away_ground_duels,home_aerial_duels,away_aerial_duels,home_dribbles,away_dribbles
12440987,13,8,55%,45%,40/79 (51%),39/79 (49%),19/28 (68%),9/28 (32%),8/14 (57%),7/18 (39%)
12439866,5,12,47%,53%,35/67 (52%),32/67 (48%),9/27 (33%),18/27 (67%),4/12 (33%),8/22 (36%)
12440995,5,5,56%,44%,19/41 (46%),22/41 (54%),11/13 (85%),2/13 (15%),4/8 (50%),4/9 (44%)
12440988,9,10,49%,51%,33/71 (46%),38/71 (54%),15/27 (56%),12/27 (44%),3/12 (25%),1/9 (11%)
12662005,3,2,46%,54%,27/55 (49%),28/55 (51%),17/40 (43%),23/40 (58%),5/11 (45%),6/14 (43%)
12662007,9,9,50%,50%,36/74 (49%),38/74 (51%),16/30 (53%),14/30 (47%),10/21 (48%),7/12 (58%)
12662008,13,12,52%,48%,41/74 (55%),33/74 (45%),13/29 (45%),16/29 (55%),6/9 (67%),6/15 (40%)
12662009,9,3,43%,57%,25/58 (43%),33/58 (57%),17/40 (43%),23/40 (58%),7/16 (44%),4/10 (40%)
12662004,9,9,46%,54%,34/75 (45%),41/75 (55%),18/39 (46%),21/39 (54%),6/13 (46%),15/24 (63%)
12662002,9,5,46%,54%,30/68 (44%),38/68 (56%),7/12 (58%),5/12 (42%),8/14 (57%),6/14 (43%)
12661999,8,7,47%,53%,28/63 (44%),35/63 (56%),14/27 (52%),13/27 (48%),8/16 (50%),5/9 (56%)
12504046,9,11,52%,48%,36/74 (49%),38/74 (51%),37/66 (56%),29/66 (44%),7/14 (50%),12/20 (60%)
12503884,13,15,48%,52%,40/82 (49%),42/82 (51%),20/44 (45%),24/44 (55%),7/17 (41%),10/17 (59%)
13037267,2,8,47%,53%,35/77 (45%),42/77 (55%),9/17 (53%),8/17 (47%),5/10 (50%),21/27 (78%)
12503862,7,7,47%,53%,30/67 (45%),37/67 (55%),14/26 (54%),12/26 (46%),3/8 (38%),9/22 (41%)
12503971,14,8,43%,57%,36/86 (42%),50/86 (58%),7/15 (47%),8/15 (53%),16/24 (67%),12/22 (55%)
12503855,8,7,52%,48%,33/64 (52%),31/64 (48%),18/34 (53%),16/34 (47%),8/18 (44%),4/12 (33%)
12680611,17,15,49%,51%,45/92 (49%),47/92 (51%),22/45 (49%),23/45 (51%),10/19 (53%),9/24 (38%)
12503937,5,10,56%,44%,39/73 (53%),34/73 (47%),28/47 (60%),19/47 (40%),7/12 (58%),10/15 (67%)
12503820,11,19,51%,49%,48/86 (56%),38/86 (44%),21/48 (44%),27/48 (56%),7/13 (54%),7/17 (41%)
12065773,7,10,38%,40%,51/129 (40%),45/121 (37%),10/28 (36%),16/29 (55%),18/22 (82%),19/25 (76%)
12065763,14,9,41%,38%,42/117 (36%),47/118 (40%),19/31 (61%),10/31 (32%),18/21 (86%),12/18 (67%)
12065767,6,14,41%,39%,42/112 (38%),38/108 (35%),27/55 (49%),26/55 (47%),12/14 (86%),19/24 (79%)
12961015,8,11,54%,46%,33/65 (51%),32/65 (49%),14/22 (64%),8/22 (36%),1/9 (11%),5/14 (36%)
12735448,5,11,52%,48%,52/100 (52%),48/100 (48%),13/24 (54%),11/24 (46%),14/28 (50%),9/18 (50%)
12610363,7,7,41%,59%,31/72 (43%),41/72 (57%),12/33 (36%),21/33 (64%),7/16 (44%),8/15 (53%)
12661036,9,6,48%,52%,35/71 (49%),36/71 (51%),9/20 (45%),11/20 (55%),5/12 (42%),8/15 (53%)
12661039,8,5,45%,55%,29/71 (41%),42/71 (59%),20/37 (54%),17/37 (46%),3/14 (21%),9/17 (53%)
12940698,3,3,60%,40%,26/51 (51%),25/51 (49%),26/35 (74%),9/35 (26%),1/12 (8%),7/17 (41%)
12903507,5,9,36%,42%,36/108 (33%),42/113 (37%),16/36 (44%),22/36 (61%),13/15 (87%),15/19 (79%)
12903499,2,10,33%,35%,39/124 (31%),36/122 (30%),14/33 (42%),20/38 (53%),20/26 (77%),24/34 (71%)
12903503,4,2,28%,47%,41/146 (28%),66/143 (46%),12/38 (32%),20/39 (51%),20/32 (63%),33/44 (75%)
12903501,6,4,28%,48%,35/126 (28%),55/119 (46%),9/26 (35%),20/35 (57%),16/21 (76%),29/35 (83%)
12903502,4,3,31%,48%,41/130 (32%),47/108 (44%),8/25 (32%),23/35 (66%),13/19 (68%),32/40 (80%)
12903506,12,3,36%,31%,47/138 (34%),28/107 (26%),18/38 (47%),20/47 (43%),16/24 (67%),8/11 (73%)
12903505,17,9,39%,34%,68/201 (34%),63/196 (32%),36/60 (60%),23/56 (41%),26/35 (74%),14/30 (47%)
12868606,6,9,35%,37%,43/134 (32%),46/133 (35%),21/47 (45%),22/46 (48%),17/34 (50%),17/32 (53%)
12856761,6,5,52%,48%,30/60 (50%),30/60 (50%),11/19 (58%),8/19 (42%),6/18 (33%),5/12 (42%)
12753024,9,11,56%,44%,32/57 (56%),25/57 (44%),8/14 (57%),6/14 (43%),1/4 (25%),2/7 (29%)
12753036,3,6,49%,51%,28/58 (48%),30/58 (52%),7/14 (50%),7/14 (50%),1/10 (10%),5/18 (28%)
12753027,8,1,40%,60%,15/38 (39%),23/38 (61%),2/4 (50%),2/4 (50%),4/7 (57%),5/8 (63%)
12753031,8,8,64%,36%,33/52 (63%),19/52 (37%),3/4 (75%),1/4 (25%),1/3 (33%),1/7 (14%)
12753030,3,9,46%,54%,31/65 (48%),34/65 (52%),10/24 (42%),14/24 (58%),1/9 (11%),5/15 (33%)
13008779,13,1,45%,55%,26/69 (38%),43/69 (62%),19/32 (59%),13/32 (41%),6/17 (35%),5/11 (45%)
13019046,8,9,51%,49%,33/60 (55%),27/60 (45%),11/27 (41%),16/27 (59%),3/10 (30%),1/7 (14%)
13029524,5,6,33%,39%,35/106 (33%),39/103 (38%),8/21 (38%),11/24 (46%),8/11 (73%),17/21 (81%)
13029522,4,9,41%,39%,49/115 (43%),40/118 (34%),8/23 (35%),16/23 (70%),18/28 (64%),12/25 (48%)
13036833,5,6,42%,35%,50/112 (45%),39/129 (30%),9/28 (32%),18/32 (56%),17/21 (81%),8/12 (67%)
12981459,14,7,36%,38%,57/167 (34%),56/160 (35%),17/38 (45%),20/37 (54%),27/42 (64%),18/25 (72%)
13023452,6,6,28%,43%,38/146 (26%),73/178 (41%),12/32 (38%),19/32 (59%),10/13 (77%),37/46 (80%)
12765385,8,10,39%,34%,49/142 (35%),45/140 (32%),23/42 (55%),19/44 (43%),17/21 (81%),7/8 (88%)
12522419,8,5,58%,42%,50/91 (55%),41/91 (45%),17/24 (71%),7/24 (29%),21/46 (46%),4/16 (25%)
12522418,10,14,61%,39%,45/78 (58%),33/78 (42%),23/34 (68%),11/34 (32%),12/15 (80%),9/12 (75%)
12923103,18,8,46%,54%,44/91 (48%),47/91 (52%),7/19 (37%),12/19 (63%),7/20 (35%),9/25 (36%)
12923107,5,4,45%,55%,33/75 (44%),42/75 (56%),8/16 (50%),8/16 (50%),13/23 (57%),18/25 (72%)
12923108,6,10,49%,51%,37/69 (54%),32/69 (46%),4/14 (29%),10/14 (71%),6/15 (40%),11/21 (52%)
12923105,2,5,55%,45%,36/72 (50%),36/72 (50%),17/24 (71%),7/24 (29%),10/23 (43%),11/21 (52%)
12923106,12,10,49%,51%,36/73 (49%),37/73 (51%),11/22 (50%),11/22 (50%),2/7 (29%),16/33 (48%)
12473120,7,6,39%,39%,27/89 (30%),31/88 (35%),35/69 (51%),30/65 (46%),11/16 (69%),9/12 (75%)
12473122,10,11,43%,38%,36/96 (38%),32/95 (34%),26/45 (58%),22/46 (48%),11/15 (73%),7/11 (64%)
12473125,4,9,45%,34%,37/99 (37%),34/102 (33%),35/59 (59%),19/53 (36%),18/23 (78%),17/19 (89%)
12767356,8,8,32%,38%,33/122 (27%),48/133 (36%),16/29 (55%),15/31 (48%),14/27 (52%),11/21 (52%)
12767360,7,9,32%,43%,52/170 (31%),55/143 (38%),23/63 (37%),34/60 (57%),22/37 (59%),21/28 (75%)
12767375,7,11,43%,30%,46/124 (37%),33/126 (26%),25/41 (61%),17/40 (43%),18/24 (75%),8/12 (67%)
12767362,9,6,31%,40%,32/141 (23%),58/143 (41%),31/62 (50%),25/60 (42%),9/19 (47%),18/21 (86%)
12767354,8,12,37%,32%,59/166 (36%),50/173 (29%),21/46 (46%),21/44 (48%),14/25 (56%),14/21 (67%)
12767369,3,3,32%,35%,35/105 (33%),30/90 (33%),3/11 (27%),6/11 (55%),18/28 (64%),10/12 (83%)
12767377,3,4,32%,38%,39/147 (27%),52/144 (36%),24/49 (49%),23/52 (44%),13/19 (68%),24/32 (75%)
13014313,9,13,64%,36%,43/66 (65%),23/66 (35%),6/10 (60%),4/10 (40%),13/16 (81%),4/10 (40%)
13014305,3,6,44%,56%,30/67 (45%),37/67 (55%),2/5 (40%),3/5 (60%),7/15 (47%),7/10 (70%)
13014306,7,12,52%,48%,34/68 (50%),34/68 (50%),15/26 (58%),11/26 (42%),11/15 (73%),4/4 (100%)
13014308,8,9,50%,50%,25/49 (51%),24/49 (49%),8/17 (47%),9/17 (53%),1/5 (20%),3/8 (38%)
13005422,9,12,49%,51%,41/83 (49%),42/83 (51%),4/9 (44%),5/9 (56%),11/20 (55%),11/22 (50%)
13005420,10,12,51%,49%,45/87 (52%),42/87 (48%),7/14 (50%),7/14 (50%),9/16 (56%),18/30 (60%)
13006576,9,4,47%,53%,33/69 (48%),36/69 (52%),7/16 (44%),9/16 (56%),11/24 (46%),5/12 (42%)
13005427,15,15,44%,56%,32/69 (46%),37/69 (54%),3/11 (27%),8/11 (73%),1/9 (11%),11/17 (65%)
13045718,2,15,55%,45%,39/68 (57%),29/68 (43%),15/31 (48%),16/31 (52%),10/20 (50%),3/9 (33%)
13009004,2,7,61%,39%,25/41 (61%),16/41 (39%),12/20 (60%),8/20 (40%),11/20 (55%),1/3 (33%)
13006577,13,3,59%,41%,41/69 (59%),28/69 (41%),6/10 (60%),4/10 (40%),11/15 (73%),3/18 (17%)
